car_id,total_distance_floors,empty_distance_floors,loaded_distance_floors,stop_count,door_open_count,average_load,average_occupancy_rate,busy_seconds,idle_seconds
C1,804.0,307.0,497.0,247,247,1.226851734246476,0.08179011561643174,3223.399999999992,713.1800000000122
C2,778.0,311.0,467.0,242,242,1.2143481780719334,0.08095654520479556,3130.599999999992,812.2560000000113
C3,660.0,276.0,384.0,229,229,0.9149625173937039,0.06099750115958026,2761.399999999995,1156.6840000000104
