passenger_id,hall_arrival_time,origin_floor,destination_floor,group_size,luggage_factor,call_time,assigned_car_id,board_time,arrival_time,status,waiting_time,ride_time,total_service_time
P00001,21.102,4,1,1,1.0,21.102,C3,31.102,69.20200000000001,ARRIVED,10.0,38.10000000000001,48.10000000000001
P00002,22.357,8,1,1,1.0,22.357,C3,45.802,69.20200000000001,ARRIVED,23.445,23.400000000000013,46.84500000000001
P00003,26.35,4,1,1,1.0,26.35,C2,36.35,49.150000000000006,ARRIVED,10.0,12.800000000000004,22.800000000000004
P00004,34.27,2,1,1,1.0,34.27,C1,39.27,47.07000000000001,ARRIVED,5.0,7.800000000000004,12.800000000000004
P00005,44.499,7,1,1,1.0,44.499,C1,66.07000000000001,91.67000000000002,ARRIVED,21.571000000000005,25.60000000000001,47.171000000000014
P00006,53.166,3,1,1,1.0,53.166,C2,60.666,70.966,ARRIVED,7.5,10.299999999999997,17.799999999999997
P00007,53.279,2,1,1,1.0,53.279,C1,83.27000000000001,91.67000000000002,ARRIVED,29.991000000000007,8.400000000000006,38.39100000000001
P00008,62.94,2,1,1,1.0,62.94,C2,77.466,85.26599999999999,ARRIVED,14.525999999999996,7.799999999999997,22.325999999999993
P00009,81.453,2,1,1,1.0,81.453,C3,86.453,160.45299999999997,ARRIVED,5.0,73.99999999999997,78.99999999999997
P00010,85.404,7,1,1,1.0,85.404,C3,103.653,160.45299999999997,ARRIVED,18.24900000000001,56.79999999999997,75.04899999999998
P00011,85.811,7,1,1,1.0,85.811,C1,110.67000000000002,136.27,ARRIVED,24.85900000000001,25.599999999999994,50.459
P00012,88.024,8,1,1,1.0,88.024,C2,108.024,137.424,ARRIVED,20.0,29.400000000000006,49.400000000000006
P00013,93.795,3,1,1,1.0,93.795,C3,118.35300000000001,160.45299999999997,ARRIVED,24.558000000000007,42.099999999999966,66.65799999999997
P00014,94.596,5,1,1,1.0,94.596,C1,120.37000000000002,136.27,ARRIVED,25.774000000000015,15.899999999999991,41.67400000000001
P00015,99.891,2,1,1,1.0,99.891,C2,127.724,137.424,ARRIVED,27.833,9.700000000000003,37.533
P00016,105.411,2,1,1,1.0,105.411,C2,127.724,137.424,ARRIVED,22.313000000000002,9.700000000000003,32.013000000000005
P00017,112.349,7,1,1,1.0,112.349,C3,133.053,160.45299999999997,ARRIVED,20.703999999999994,27.399999999999977,48.10399999999997
P00018,124.31,3,1,1,1.0,124.31,C3,147.753,160.45299999999997,ARRIVED,23.442999999999984,12.699999999999989,36.14299999999997
P00019,146.733,4,1,1,1.0,146.733,C1,156.733,200.43299999999996,ARRIVED,10.0,43.69999999999996,53.69999999999996
P00020,148.877,5,1,1,1.0,148.877,C1,163.933,200.43299999999996,ARRIVED,15.055999999999983,36.49999999999997,51.555999999999955
P00021,161.063,3,1,1,1.0,161.063,C3,169.45299999999997,179.75299999999996,ARRIVED,8.389999999999986,10.299999999999983,18.68999999999997
P00022,164.265,7,1,1,1.0,164.265,C1,173.63299999999998,200.43299999999996,ARRIVED,9.367999999999995,26.799999999999983,36.16799999999998
P00023,165.617,3,1,1,1.0,165.617,C2,173.117,183.41699999999997,ARRIVED,7.5,10.299999999999983,17.799999999999983
P00024,171.037,4,1,1,1.0,171.037,C1,185.83299999999997,200.43299999999996,ARRIVED,14.795999999999964,14.599999999999994,29.395999999999958
P00025,180.835,8,1,1,1.0,180.835,C2,204.91699999999997,287.1169999999999,ARRIVED,24.081999999999965,82.19999999999993,106.2819999999999
P00026,191.52,8,1,1,1.0,191.52,C1,221.93299999999996,280.63299999999987,ARRIVED,30.412999999999954,58.6999999999999,89.11299999999986
P00027,201.13,7,1,1,1.0,201.13,C3,218.63,244.22999999999996,ARRIVED,17.5,25.599999999999966,43.099999999999966
P00028,202.728,3,1,1,1.0,202.728,C2,222.11699999999996,287.1169999999999,ARRIVED,19.388999999999953,64.99999999999994,84.3889999999999
P00029,206.638,4,1,1,1.0,206.638,C1,236.63299999999995,280.63299999999987,ARRIVED,29.994999999999948,43.999999999999915,73.99499999999986
P00030,211.308,4,1,1,1.0,211.308,C2,249.01699999999994,287.1169999999999,ARRIVED,37.708999999999946,38.099999999999966,75.80899999999991
P00031,211.933,5,1,1,1.0,211.933,C3,228.32999999999998,244.22999999999996,ARRIVED,16.39699999999999,15.899999999999977,32.29699999999997
P00032,212.464,7,1,1,1.0,212.464,C2,236.81699999999995,287.1169999999999,ARRIVED,24.352999999999952,50.299999999999955,74.6529999999999
P00033,227.994,2,1,1,1.0,227.994,C1,271.0329999999999,280.63299999999987,ARRIVED,43.0389999999999,9.599999999999966,52.63899999999987
P00034,233.824,8,1,1,1.0,233.824,C1,251.33299999999994,280.63299999999987,ARRIVED,17.50899999999993,29.299999999999926,46.808999999999855
P00035,236.042,7,1,1,1.0,236.042,C3,263.22999999999996,304.4299999999999,ARRIVED,27.18799999999996,41.19999999999993,68.38799999999989
P00036,237.595,8,1,1,1.0,237.595,C3,270.42999999999995,304.4299999999999,ARRIVED,32.83499999999995,33.99999999999994,66.8349999999999
P00037,239.451,3,1,1,1.0,239.451,C2,256.2169999999999,287.1169999999999,ARRIVED,16.765999999999934,30.899999999999977,47.66599999999991
P00038,253.072,2,1,1,1.0,253.072,C2,273.1169999999999,287.1169999999999,ARRIVED,20.044999999999902,14.0,34.0449999999999
P00039,254.53,4,1,1,1.0,254.53,C2,263.4169999999999,287.1169999999999,ARRIVED,8.886999999999915,23.69999999999999,32.586999999999904
P00040,259.388,2,1,1,1.0,259.388,C2,273.1169999999999,287.1169999999999,ARRIVED,13.728999999999928,14.0,27.728999999999928
P00041,262.097,2,1,1,1.0,262.097,C2,273.1169999999999,287.1169999999999,ARRIVED,11.019999999999925,14.0,25.019999999999925
P00042,266.525,6,1,1,1.0,266.525,C3,280.12999999999994,304.4299999999999,ARRIVED,13.604999999999961,24.299999999999955,37.904999999999916
P00043,280.813,4,1,1,1.0,280.813,C1,292.13299999999987,310.23299999999983,ARRIVED,11.31999999999988,18.099999999999966,29.419999999999845
P00044,280.872,5,1,1,1.0,280.872,C3,287.3299999999999,304.4299999999999,ARRIVED,6.457999999999913,17.099999999999966,23.55799999999988
P00045,284.908,2,1,1,1.0,284.908,C1,301.83299999999986,310.23299999999983,ARRIVED,16.92499999999984,8.399999999999977,25.324999999999818
P00046,290.093,3,1,1,1.0,290.093,C2,297.593,307.89300000000003,ARRIVED,7.5,10.300000000000011,17.80000000000001
P00047,311.321,4,1,1,1.0,311.321,C2,321.321,339.421,ARRIVED,10.0,18.099999999999966,28.099999999999966
P00048,320.005,3,1,1,1.0,320.005,C2,328.521,339.421,ARRIVED,8.51600000000002,10.899999999999977,19.415999999999997
P00049,339.028,7,1,1,1.0,339.028,C1,356.528,376.82800000000003,ARRIVED,17.5,20.30000000000001,37.80000000000001
P00050,352.717,3,1,1,1.0,352.717,C3,360.217,370.517,ARRIVED,7.5,10.300000000000011,17.80000000000001
P00051,362.341,5,1,1,1.0,362.341,C1,390.82800000000003,430.728,ARRIVED,28.487000000000023,39.89999999999998,68.387
P00052,382.214,8,1,1,1.0,382.214,C1,403.028,430.728,ARRIVED,20.81400000000002,27.69999999999999,48.51400000000001
P00053,403.086,8,1,1,1.0,403.086,C1,406.728,430.728,ARRIVED,3.641999999999996,24.0,27.641999999999996
P00054,413.068,6,1,1,1.0,413.068,C1,461.928,500.92799999999994,ARRIVED,48.860000000000014,38.99999999999994,87.85999999999996
P00055,415.752,4,1,1,1.0,415.752,C3,425.752,438.552,ARRIVED,10.0,12.800000000000011,22.80000000000001
P00056,423.226,8,1,1,1.0,423.226,C1,452.228,500.92799999999994,ARRIVED,29.00200000000001,48.69999999999993,77.70199999999994
