car_id,total_distance_floors,empty_distance_floors,loaded_distance_floors,stop_count,door_open_count,average_load,average_occupancy_rate,busy_seconds,idle_seconds
C1,828.0,344.0,484.0,256,256,1.0673780143958285,0.07115853429305523,3319.6999999999903,608.243000000012
C2,768.0,297.0,471.0,248,248,1.1156376277444002,0.07437584184962669,3132.7999999999934,808.1750000000122
C3,644.0,270.0,374.0,206,206,0.8677240340416832,0.05784826893611221,2606.999999999997,1175.539000000008
