car_id,total_distance_floors,empty_distance_floors,loaded_distance_floors,stop_count,door_open_count,average_load,average_occupancy_rate,busy_seconds,idle_seconds
C1,920.0,377.0,543.0,270,270,1.145868362324598,0.0763912241549732,3597.3999999999874,327.9200000000134
C2,862.0,363.0,499.0,232,232,0.9548903814162333,0.06365935876108222,3270.899999999992,655.6240000000103
C3,758.0,309.0,449.0,229,229,0.9026303758926062,0.06017535839284041,3000.899999999993,908.0090000000101
