passenger_id,hall_arrival_time,origin_floor,destination_floor,group_size,luggage_factor,call_time,assigned_car_id,board_time,arrival_time,status,waiting_time,ride_time,total_service_time
P00001,2.319,5,1,1,1.0,2.319,C3,14.818999999999999,56.019,ARRIVED,12.5,41.2,53.699999999999996
P00002,3.242,4,1,1,1.0,3.242,C3,36.718999999999994,56.019,ARRIVED,33.477,19.300000000000004,52.777
P00003,3.579,7,1,1,1.0,3.579,C3,24.519,56.019,ARRIVED,20.939999999999998,31.5,52.44
P00004,21.734,6,1,1,1.0,21.734,C2,36.734,64.834,ARRIVED,15.0,28.1,43.1
P00005,26.189,7,1,1,1.0,26.189,C1,43.689,63.989000000000004,ARRIVED,17.5,20.300000000000004,37.800000000000004
P00006,32.791,2,1,1,1.0,32.791,C3,46.419,56.019,ARRIVED,13.628,9.600000000000001,23.228
P00007,36.263,7,1,1,1.0,36.263,C2,43.934000000000005,64.834,ARRIVED,7.6710000000000065,20.9,28.571000000000005
P00008,49.435,4,1,1,1.0,49.435,C3,67.519,105.61900000000001,ARRIVED,18.084000000000003,38.10000000000001,56.18400000000001
P00009,53.114,8,1,1,1.0,53.114,C1,85.489,113.58900000000001,ARRIVED,32.37500000000001,28.10000000000001,60.475000000000016
P00010,54.296,6,1,1,1.0,54.296,C2,81.334,99.134,ARRIVED,27.038000000000004,17.799999999999997,44.838
P00011,63.776,8,1,1,1.0,63.776,C3,82.21900000000001,105.61900000000001,ARRIVED,18.443000000000005,23.400000000000006,41.84300000000001
P00012,69.389,3,1,1,1.0,69.389,C1,102.68900000000001,113.58900000000001,ARRIVED,33.30000000000001,10.900000000000006,44.20000000000002
P00013,102.3,7,1,1,1.0,102.3,C3,124.61900000000001,150.219,ARRIVED,22.319000000000017,25.59999999999998,47.919
P00014,109.76,6,1,1,1.0,109.76,C1,130.089,165.789,ARRIVED,20.328999999999994,35.69999999999999,56.02899999999998
P00015,116.334,2,1,1,1.0,116.334,C3,141.81900000000002,150.219,ARRIVED,25.485000000000014,8.399999999999977,33.88499999999999
P00016,122.686,8,1,1,1.0,122.686,C1,139.789,165.789,ARRIVED,17.10299999999998,26.0,43.10299999999998
P00017,130.873,8,1,1,1.0,130.873,C1,139.789,165.789,ARRIVED,8.915999999999997,26.0,34.916
P00018,130.926,8,1,1,1.0,130.926,C1,139.789,165.789,ARRIVED,8.863,26.0,34.863
P00019,133.429,2,1,1,1.0,133.429,C2,138.429,146.22899999999998,ARRIVED,5.0,7.799999999999983,12.799999999999983
P00020,145.801,5,1,1,1.0,145.801,C1,179.789,195.08899999999997,ARRIVED,33.988,15.299999999999983,49.28799999999998
P00021,161.589,4,1,1,1.0,161.589,C3,171.589,184.38899999999998,ARRIVED,10.0,12.799999999999983,22.799999999999983
P00022,163.515,4,1,1,1.0,163.515,C2,173.515,191.61499999999995,ARRIVED,10.0,18.099999999999966,28.099999999999966
P00023,171.686,2,1,1,1.0,171.686,C2,183.21499999999997,191.61499999999995,ARRIVED,11.528999999999968,8.399999999999977,19.928999999999945
P00024,174.395,3,1,1,1.0,174.395,C3,193.38899999999998,229.28899999999996,ARRIVED,18.99399999999997,35.89999999999998,54.89399999999995
P00025,193.711,6,1,1,1.0,193.711,C3,205.58899999999997,229.28899999999996,ARRIVED,11.877999999999957,23.69999999999999,35.577999999999946
P00026,204.839,3,1,1,1.0,204.839,C3,217.78899999999996,229.28899999999996,ARRIVED,12.94999999999996,11.5,24.44999999999996
P00027,208.283,8,1,1,1.0,208.283,C2,228.283,251.08299999999997,ARRIVED,20.0,22.799999999999983,42.79999999999998
P00028,208.627,4,1,1,1.0,208.627,C1,218.627,263.327,ARRIVED,10.0,44.69999999999999,54.69999999999999
P00029,214.788,8,1,1,1.0,214.788,C1,233.327,263.327,ARRIVED,18.538999999999987,30.0,48.53899999999999
P00030,223.584,6,1,1,1.0,223.584,C1,243.027,263.327,ARRIVED,19.442999999999984,20.30000000000001,39.742999999999995
P00031,224.483,6,1,1,1.0,224.483,C1,243.027,263.327,ARRIVED,18.543999999999983,20.30000000000001,38.843999999999994
P00032,242.829,6,1,1,1.0,242.829,C2,267.58299999999997,285.383,ARRIVED,24.753999999999962,17.80000000000001,42.553999999999974
P00033,274.334,2,1,1,1.0,274.334,C3,279.334,287.134,ARRIVED,5.0,7.800000000000011,12.800000000000011
P00034,278.369,5,1,1,1.0,278.369,C2,299.383,314.683,ARRIVED,21.013999999999953,15.300000000000011,36.313999999999965
P00035,295.411,5,1,1,1.0,295.411,C1,307.911,323.211,ARRIVED,12.5,15.300000000000011,27.80000000000001
P00036,317.07,2,1,1,1.0,317.07,C2,322.07,329.87,ARRIVED,5.0,7.800000000000011,12.800000000000011
P00037,326.159,6,1,1,1.0,326.159,C2,346.37,383.06999999999994,ARRIVED,20.211000000000013,36.69999999999993,56.910999999999945
P00038,335.375,7,1,1,1.0,335.375,C3,352.875,378.47499999999997,ARRIVED,17.5,25.599999999999966,43.099999999999966
P00039,337.333,2,1,1,1.0,337.333,C1,342.333,370.733,ARRIVED,5.0,28.399999999999977,33.39999999999998
P00040,341.032,4,1,1,1.0,341.032,C1,352.033,370.733,ARRIVED,11.001000000000033,18.69999999999999,29.701000000000022
P00041,345.7,7,1,1,1.0,345.7,C2,353.57,383.06999999999994,ARRIVED,7.8700000000000045,29.499999999999943,37.36999999999995
P00042,348.371,3,1,1,1.0,348.371,C1,359.233,370.733,ARRIVED,10.862000000000023,11.5,22.362000000000023
P00043,348.631,2,1,1,1.0,348.631,C3,370.075,378.47499999999997,ARRIVED,21.444000000000017,8.399999999999977,29.843999999999994
P00044,350.006,7,1,1,1.0,350.006,C2,353.57,383.06999999999994,ARRIVED,3.5640000000000214,29.499999999999943,33.063999999999965
P00045,359.208,7,1,1,1.0,359.208,C2,360.96999999999997,383.06999999999994,ARRIVED,1.7619999999999436,22.099999999999966,23.86199999999991
P00046,402.828,8,1,1,1.0,402.828,C1,422.828,445.628,ARRIVED,20.0,22.80000000000001,42.80000000000001
P00047,426.751,3,1,1,1.0,426.751,C2,434.251,450.15099999999995,ARRIVED,7.5,15.899999999999977,23.399999999999977
P00048,429.162,5,1,1,1.0,429.162,C3,441.662,456.962,ARRIVED,12.5,15.300000000000011,27.80000000000001
P00049,433.683,3,1,1,1.0,433.683,C2,434.251,450.15099999999995,ARRIVED,0.5679999999999836,15.899999999999977,16.46799999999996
