car_id,total_distance_floors,empty_distance_floors,loaded_distance_floors,stop_count,door_open_count,average_load,average_occupancy_rate,busy_seconds,idle_seconds
C1,870.0,306.0,564.0,278,278,1.509655081247075,0.10064367208313833,3559.49999999999,374.18000000000825
C2,800.0,307.0,493.0,246,246,1.2454596082606637,0.08303064055071091,3207.499999999991,701.5790000000102
C3,626.0,262.0,364.0,205,205,0.844928039510744,0.05632853596738294,2558.9999999999986,1328.5500000000075
