passenger_id,hall_arrival_time,origin_floor,destination_floor,group_size,luggage_factor,call_time,assigned_car_id,board_time,arrival_time,status,waiting_time,ride_time,total_service_time
P00001,2.445,2,1,1,1.0,2.445,C1,7.445,15.245,ARRIVED,5.0,7.799999999999999,12.799999999999999
P00002,30.168,7,1,1,1.0,30.168,C1,47.668,73.26800000000001,ARRIVED,17.5,25.600000000000016,43.100000000000016
P00003,33.351,6,1,1,1.0,33.351,C1,54.868,73.26800000000001,ARRIVED,21.517000000000003,18.400000000000013,39.917000000000016
P00004,36.753,8,1,1,1.0,36.753,C3,56.753,79.553,ARRIVED,20.0,22.799999999999997,42.8
P00005,41.892,6,1,1,1.0,41.892,C2,56.892,100.59200000000003,ARRIVED,15.0,43.700000000000024,58.700000000000024
P00006,47.435,4,1,1,1.0,47.435,C2,81.29200000000002,100.59200000000003,ARRIVED,33.85700000000001,19.30000000000001,53.157000000000025
P00007,47.822,8,1,1,1.0,47.822,C2,66.59200000000001,100.59200000000003,ARRIVED,18.77000000000001,34.000000000000014,52.770000000000024
P00008,55.001,2,1,1,1.0,55.001,C2,90.99200000000002,100.59200000000003,ARRIVED,35.99100000000002,9.600000000000009,45.59100000000003
P00009,59.499,8,1,1,1.0,59.499,C3,101.053,142.35299999999998,ARRIVED,41.553999999999995,41.29999999999998,82.85399999999998
P00010,66.267,6,1,1,1.0,66.267,C1,94.46800000000002,118.16800000000002,ARRIVED,28.201000000000022,23.700000000000003,51.901000000000025
P00011,72.106,6,1,1,1.0,72.106,C3,110.753,142.35299999999998,ARRIVED,38.647000000000006,31.59999999999998,70.24699999999999
P00012,72.734,5,1,1,1.0,72.734,C1,87.26800000000001,118.16800000000002,ARRIVED,14.53400000000002,30.900000000000006,45.434000000000026
P00013,76.564,2,1,1,1.0,76.564,C1,109.16800000000002,118.16800000000002,ARRIVED,32.60400000000003,9.0,41.60400000000003
P00014,83.17,5,1,1,1.0,83.17,C3,117.953,142.35299999999998,ARRIVED,34.783,24.399999999999977,59.18299999999998
P00015,83.614,5,1,1,1.0,83.614,C3,117.953,142.35299999999998,ARRIVED,34.339,24.399999999999977,58.738999999999976
P00016,83.974,2,1,1,1.0,83.974,C3,131.553,142.35299999999998,ARRIVED,47.57899999999999,10.799999999999983,58.37899999999998
P00017,85.632,5,1,1,1.0,85.632,C3,117.953,142.35299999999998,ARRIVED,32.321,24.399999999999977,56.720999999999975
P00018,109.626,3,1,1,1.0,109.626,C2,117.126,127.426,ARRIVED,7.5,10.299999999999997,17.799999999999997
P00019,111.934,2,1,1,1.0,111.934,C1,124.66800000000002,142.768,ARRIVED,12.734000000000023,18.09999999999998,30.834000000000003
P00020,125.917,3,1,1,1.0,125.917,C1,131.86800000000002,142.768,ARRIVED,5.951000000000022,10.899999999999977,16.851
P00021,142.643,7,1,1,1.0,142.643,C3,161.35299999999998,227.45299999999992,ARRIVED,18.70999999999998,66.09999999999994,84.80999999999992
P00022,143.478,3,1,1,1.0,143.478,C1,151.768,162.06799999999998,ARRIVED,8.289999999999992,10.299999999999983,18.589999999999975
P00023,160.038,8,1,1,1.0,160.038,C3,168.55299999999997,227.45299999999992,ARRIVED,8.514999999999958,58.89999999999995,67.4149999999999
P00024,169.02,7,1,1,1.0,169.02,C3,175.75299999999996,227.45299999999992,ARRIVED,6.732999999999947,51.69999999999996,58.43299999999991
P00025,169.437,5,1,1,1.0,169.437,C3,185.45299999999995,227.45299999999992,ARRIVED,16.015999999999934,41.99999999999997,58.015999999999906
P00026,177.172,8,1,1,1.0,177.172,C2,197.172,219.97199999999998,ARRIVED,20.0,22.799999999999983,42.79999999999998
P00027,183.135,3,1,1,1.0,183.135,C3,213.55299999999994,227.45299999999992,ARRIVED,30.41799999999995,13.899999999999977,44.31799999999993
P00028,183.89,7,1,1,1.0,183.89,C3,195.15299999999993,227.45299999999992,ARRIVED,11.262999999999948,32.29999999999998,43.56299999999993
P00029,188.014,7,1,1,1.0,188.014,C3,195.15299999999993,227.45299999999992,ARRIVED,7.138999999999925,32.29999999999998,39.43899999999991
P00030,200.783,6,1,1,1.0,200.783,C1,215.783,238.88299999999995,ARRIVED,15.0,23.099999999999966,38.099999999999966
P00031,207.359,3,1,1,1.0,207.359,C1,227.98299999999998,238.88299999999995,ARRIVED,20.623999999999967,10.899999999999977,31.523999999999944
P00032,218.112,7,1,1,1.0,218.112,C3,246.45299999999992,272.0529999999999,ARRIVED,28.340999999999923,25.599999999999966,53.94099999999989
