car_id,total_distance_floors,empty_distance_floors,loaded_distance_floors,stop_count,door_open_count,average_load,average_occupancy_rate,busy_seconds,idle_seconds
C1,896.0,345.0,551.0,275,275,1.3934045164476188,0.09289363442984125,3598.1999999999903,344.58900000000847
C2,780.0,299.0,481.0,237,237,1.1943991759561656,0.07962661173041104,3112.299999999991,806.9090000000133
C3,482.0,175.0,307.0,157,157,0.7810600137541844,0.0520706675836123,1969.7000000000019,1854.5900000000076
