car_id,total_distance_floors,empty_distance_floors,loaded_distance_floors,stop_count,door_open_count,average_load,average_occupancy_rate,busy_seconds,idle_seconds
C1,876.0,324.0,552.0,267,267,1.3058492370405057,0.08705661580270038,3497.2999999999897,421.9120000000114
C2,678.0,250.0,428.0,231,231,1.09647928923333,0.073098619282222,2831.3999999999965,1099.454000000008
C3,672.0,285.0,387.0,218,218,0.8653428350172921,0.05768952233448614,2742.5999999999963,1188.212000000011
