passenger_id,hall_arrival_time,origin_floor,destination_floor,group_size,luggage_factor,call_time,assigned_car_id,board_time,arrival_time,status,waiting_time,ride_time,total_service_time
P00001,0.954,6,1,1,1.0,0.954,C1,15.954,39.054,ARRIVED,15.0,23.1,38.1
P00002,1.466,3,1,1,1.0,1.466,C1,28.154,39.054,ARRIVED,26.688,10.900000000000002,37.588
P00003,5.112,6,1,1,1.0,5.112,C2,20.112000000000002,43.212,ARRIVED,15.000000000000002,23.1,38.1
P00004,19.266,4,1,1,1.0,19.266,C2,29.812,43.212,ARRIVED,10.546000000000003,13.400000000000002,23.946000000000005
P00005,24.791,7,1,1,1.0,24.791,C3,42.291,62.591,ARRIVED,17.499999999999996,20.300000000000004,37.8
P00006,80.292,5,1,1,1.0,80.292,C3,92.792,108.092,ARRIVED,12.5,15.299999999999997,27.799999999999997
P00007,81.631,3,1,1,1.0,81.631,C1,89.131,104.73100000000001,ARRIVED,7.5,15.600000000000009,23.10000000000001
P00008,82.83,2,1,1,1.0,82.83,C1,96.331,104.73100000000001,ARRIVED,13.501000000000005,8.400000000000006,21.90100000000001
P00009,90.791,6,1,1,1.0,90.791,C2,105.791,123.591,ARRIVED,15.0,17.799999999999997,32.8
P00010,100.288,5,1,1,1.0,100.288,C3,122.092,137.392,ARRIVED,21.804000000000002,15.299999999999997,37.104
P00011,111.496,2,1,1,1.0,111.496,C1,116.496,124.29599999999999,ARRIVED,5.0,7.799999999999997,12.799999999999997
P00012,125.586,5,1,1,1.0,125.586,C3,151.392,173.292,ARRIVED,25.805999999999997,21.900000000000006,47.706
P00013,129.88,5,1,1,1.0,129.88,C3,151.392,173.292,ARRIVED,21.512,21.900000000000006,43.412000000000006
P00014,132.77,4,1,1,1.0,132.77,C1,142.77,155.57,ARRIVED,10.0,12.799999999999983,22.799999999999983
P00015,139.794,3,1,1,1.0,139.794,C3,161.792,173.292,ARRIVED,21.99799999999999,11.5,33.49799999999999
P00016,146.725,8,1,1,1.0,146.725,C1,177.07,199.86999999999998,ARRIVED,30.345,22.799999999999983,53.14499999999998
P00017,169.19,6,1,1,1.0,169.19,C3,189.792,207.59199999999998,ARRIVED,20.602000000000004,17.799999999999983,38.40199999999999
P00018,176.87,4,1,1,1.0,176.87,C2,186.87,199.67,ARRIVED,10.0,12.799999999999983,22.799999999999983
P00019,207.807,2,1,1,1.0,207.807,C1,212.807,220.60699999999997,ARRIVED,5.0,7.799999999999983,12.799999999999983
P00020,227.658,7,1,1,1.0,227.658,C1,245.158,275.05799999999994,ARRIVED,17.5,29.89999999999995,47.39999999999995
P00021,236.538,3,1,1,1.0,236.538,C2,244.038,254.338,ARRIVED,7.5,10.299999999999983,17.799999999999983
P00022,241.715,4,1,1,1.0,241.715,C1,257.35799999999995,275.05799999999994,ARRIVED,15.642999999999944,17.69999999999999,33.34299999999993
P00023,242.992,8,1,1,1.0,242.992,C3,262.99199999999996,291.0919999999999,ARRIVED,19.99999999999997,28.099999999999966,48.09999999999994
P00024,252.199,2,1,1,1.0,252.199,C3,282.69199999999995,291.0919999999999,ARRIVED,30.492999999999938,8.399999999999977,38.892999999999915
P00025,256.202,4,1,1,1.0,256.202,C1,257.35799999999995,275.05799999999994,ARRIVED,1.155999999999949,17.69999999999999,18.855999999999938
P00026,267.66,2,1,1,1.0,267.66,C2,272.66,300.76,ARRIVED,5.0,28.099999999999966,33.099999999999966
P00027,272.965,5,1,1,1.0,272.965,C2,284.86,300.76,ARRIVED,11.895000000000039,15.899999999999977,27.795000000000016
P00028,298.336,4,1,1,1.0,298.336,C1,308.336,321.136,ARRIVED,10.0,12.800000000000011,22.80000000000001
P00029,317.281,4,1,1,1.0,317.281,C1,332.636,355.736,ARRIVED,15.355000000000018,23.099999999999966,38.454999999999984
P00030,317.478,5,1,1,1.0,317.478,C1,339.836,355.736,ARRIVED,22.358000000000004,15.899999999999977,38.25799999999998
P00031,330.107,7,1,1,1.0,330.107,C2,347.607,393.80699999999996,ARRIVED,17.5,46.19999999999993,63.69999999999993
P00032,337.156,3,1,1,1.0,337.156,C2,362.307,393.80699999999996,ARRIVED,25.15100000000001,31.499999999999943,56.650999999999954
P00033,345.6,5,1,1,1.0,345.6,C1,369.736,395.33599999999996,ARRIVED,24.135999999999967,25.599999999999966,49.73599999999993
P00034,355.333,4,1,1,1.0,355.333,C2,379.207,393.80699999999996,ARRIVED,23.873999999999967,14.599999999999966,38.47399999999993
P00035,355.575,5,1,1,1.0,355.575,C2,372.007,393.80699999999996,ARRIVED,16.432000000000016,21.799999999999955,38.23199999999997
P00036,368.976,6,1,1,1.0,368.976,C1,376.936,395.33599999999996,ARRIVED,7.9599999999999795,18.399999999999977,26.359999999999957
P00037,390.785,4,1,1,1.0,390.785,C1,406.83599999999996,424.9359999999999,ARRIVED,16.05099999999993,18.099999999999966,34.1509999999999
P00038,408.655,2,1,1,1.0,408.655,C1,416.53599999999994,424.9359999999999,ARRIVED,7.880999999999972,8.399999999999977,16.28099999999995
P00039,412.318,2,1,1,1.0,412.318,C2,417.318,496.61799999999994,ARRIVED,5.0,79.29999999999995,84.29999999999995
P00040,417.016,6,1,1,1.0,417.016,C2,432.018,496.61799999999994,ARRIVED,15.001999999999953,64.59999999999997,79.60199999999992
P00041,420.314,6,1,1,1.0,420.314,C1,441.4359999999999,459.23599999999993,ARRIVED,21.1219999999999,17.80000000000001,38.92199999999991
P00042,425.576,2,1,1,1.0,425.576,C2,446.71799999999996,496.61799999999994,ARRIVED,21.14199999999994,49.89999999999998,71.04199999999992
P00043,430.808,7,1,1,1.0,430.808,C3,448.308,473.90799999999996,ARRIVED,17.5,25.599999999999966,43.099999999999966
P00044,431.246,2,1,1,1.0,431.246,C3,465.508,473.90799999999996,ARRIVED,34.262,8.399999999999977,42.66199999999998
P00045,440.906,6,1,1,1.0,440.906,C2,461.41799999999995,496.61799999999994,ARRIVED,20.511999999999944,35.19999999999999,55.71199999999993
P00046,444.277,3,1,1,1.0,444.277,C2,483.3179999999999,496.61799999999994,ARRIVED,39.04099999999994,13.300000000000011,52.34099999999995
P00047,457.318,6,1,1,1.0,457.318,C1,475.73599999999993,493.53599999999994,ARRIVED,18.41799999999995,17.80000000000001,36.21799999999996
P00048,458.418,2,1,1,1.0,458.418,C2,476.11799999999994,496.61799999999994,ARRIVED,17.699999999999932,20.5,38.19999999999993
P00049,478.834,8,1,1,1.0,478.834,C1,515.036,543.1360000000001,ARRIVED,36.20199999999994,28.100000000000136,64.30200000000008
P00050,486.022,3,1,1,1.0,486.022,C2,505.61799999999994,515.918,ARRIVED,19.595999999999947,10.300000000000068,29.896000000000015
P00051,494.245,5,1,1,1.0,494.245,C3,506.745,527.345,ARRIVED,12.5,20.600000000000023,33.10000000000002
P00052,497.888,3,1,1,1.0,497.888,C3,516.4449999999999,527.345,ARRIVED,18.55699999999996,10.900000000000091,29.45700000000005
P00053,503.829,4,1,1,1.0,503.829,C1,529.736,543.1360000000001,ARRIVED,25.906999999999982,13.400000000000091,39.30700000000007
P00054,512.769,3,1,1,1.0,512.769,C2,524.918,536.518,ARRIVED,12.149000000000001,11.600000000000023,23.749000000000024
P00055,515.472,3,1,1,1.0,515.472,C2,524.918,536.518,ARRIVED,9.446000000000026,11.600000000000023,21.04600000000005
P00056,535.826,5,1,1,1.0,535.826,C2,550.518,565.8180000000001,ARRIVED,14.692000000000007,15.300000000000068,29.992000000000075
