passenger_id,hall_arrival_time,origin_floor,destination_floor,group_size,luggage_factor,call_time,assigned_car_id,board_time,arrival_time,status,waiting_time,ride_time,total_service_time
P00001,0.907,5,1,1,1.0,0.907,C2,13.407,28.707,ARRIVED,12.5,15.3,27.8
P00002,10.526,8,1,1,1.0,10.526,C1,30.526,53.326,ARRIVED,20.0,22.8,42.8
P00003,49.991,7,1,1,1.0,49.991,C1,72.326,113.826,ARRIVED,22.334999999999994,41.5,63.834999999999994
P00004,54.61,2,1,1,1.0,54.61,C3,59.61,108.31000000000002,ARRIVED,5.0,48.70000000000002,53.70000000000002
P00005,61.653,7,1,1,1.0,61.653,C3,76.81,108.31000000000002,ARRIVED,15.157000000000004,31.500000000000014,46.65700000000002
P00006,70.489,5,1,1,1.0,70.489,C3,86.51,108.31000000000002,ARRIVED,16.021,21.80000000000001,37.82100000000001
P00007,70.88,7,1,1,1.0,70.88,C1,72.326,113.826,ARRIVED,1.445999999999998,41.5,42.946
P00008,71.399,7,1,1,1.0,71.399,C1,72.326,113.826,ARRIVED,0.9269999999999925,41.5,42.42699999999999
P00009,75.448,3,1,1,1.0,75.448,C3,96.21000000000001,108.31000000000002,ARRIVED,20.762000000000015,12.100000000000009,32.86200000000002
P00010,76.401,5,1,1,1.0,76.401,C1,86.42599999999999,113.826,ARRIVED,10.024999999999991,27.400000000000006,37.425
P00011,77.215,4,1,1,1.0,77.215,C2,87.215,100.015,ARRIVED,10.0,12.799999999999997,22.799999999999997
P00012,80.615,6,1,1,1.0,80.615,C1,93.62599999999999,113.826,ARRIVED,13.010999999999996,20.200000000000003,33.211
P00013,101.625,3,1,1,1.0,101.625,C3,117.31000000000002,127.61000000000001,ARRIVED,15.685000000000016,10.299999999999997,25.985000000000014
P00014,106.401,2,1,1,1.0,106.401,C2,111.401,119.201,ARRIVED,5.0,7.799999999999997,12.799999999999997
P00015,138.446,5,1,1,1.0,138.446,C1,150.946,186.84599999999998,ARRIVED,12.5,35.89999999999998,48.39999999999998
P00016,148.371,7,1,1,1.0,148.371,C1,165.34599999999998,186.84599999999998,ARRIVED,16.974999999999966,21.5,38.474999999999966
P00017,150.717,6,1,1,1.0,150.717,C1,158.146,186.84599999999998,ARRIVED,7.428999999999974,28.69999999999999,36.12899999999996
P00018,161.482,2,1,1,1.0,161.482,C2,166.482,174.28199999999998,ARRIVED,5.0,7.799999999999983,12.799999999999983
P00019,169.223,6,1,1,1.0,169.223,C1,203.34599999999998,226.44599999999994,ARRIVED,34.12299999999996,23.099999999999966,57.22299999999993
P00020,179.033,4,1,1,1.0,179.033,C2,189.033,201.83299999999997,ARRIVED,10.0,12.799999999999983,22.799999999999983
P00021,179.743,4,1,1,1.0,179.743,C3,189.743,202.54299999999998,ARRIVED,10.0,12.799999999999983,22.799999999999983
P00022,192.1,2,1,1,1.0,192.1,C1,218.04599999999996,226.44599999999994,ARRIVED,25.94599999999997,8.399999999999977,34.34599999999995
P00023,208.267,3,1,1,1.0,208.267,C2,215.767,226.06699999999998,ARRIVED,7.5,10.299999999999983,17.799999999999983
P00024,219.759,8,1,1,1.0,219.759,C3,239.759,262.55899999999997,ARRIVED,20.0,22.799999999999983,42.79999999999998
P00025,221.728,2,1,1,1.0,221.728,C1,232.94599999999994,271.3459999999999,ARRIVED,11.217999999999932,38.39999999999995,49.61799999999988
P00026,228.85,6,1,1,1.0,228.85,C1,247.64599999999993,271.3459999999999,ARRIVED,18.795999999999935,23.69999999999996,42.495999999999896
P00027,230.323,8,1,1,1.0,230.323,C2,250.323,278.423,ARRIVED,20.0,28.099999999999994,48.099999999999994
P00028,235.083,2,1,1,1.0,235.083,C2,270.023,278.423,ARRIVED,34.940000000000026,8.399999999999977,43.34
P00029,241.449,3,1,1,1.0,241.449,C1,259.8459999999999,271.3459999999999,ARRIVED,18.396999999999878,11.5,29.896999999999878
P00030,262.076,3,1,1,1.0,262.076,C1,280.3459999999999,336.5459999999998,ARRIVED,18.269999999999868,56.19999999999993,74.4699999999998
P00031,274.584,7,1,1,1.0,274.584,C2,297.423,317.723,ARRIVED,22.839,20.30000000000001,43.13900000000001
P00032,276.855,7,1,1,1.0,276.855,C1,295.0459999999999,336.5459999999998,ARRIVED,18.19099999999986,41.49999999999994,59.6909999999998
P00033,288.409,5,1,1,1.0,288.409,C1,304.74599999999987,336.5459999999998,ARRIVED,16.336999999999875,31.799999999999955,48.13699999999983
P00034,289.487,5,1,1,1.0,289.487,C3,301.987,322.587,ARRIVED,12.5,20.599999999999966,33.099999999999966
P00035,294.492,2,1,1,1.0,294.492,C3,314.187,322.587,ARRIVED,19.694999999999993,8.399999999999977,28.09499999999997
P00036,297.323,7,1,1,1.0,297.323,C1,314.44599999999986,336.5459999999998,ARRIVED,17.122999999999877,22.099999999999966,39.22299999999984
P00037,304.238,6,1,1,1.0,304.238,C2,334.223,372.623,ARRIVED,29.985000000000014,38.39999999999998,68.38499999999999
P00038,314.815,3,1,1,1.0,314.815,C3,331.587,408.6869999999999,ARRIVED,16.77199999999999,77.09999999999991,93.8719999999999
P00039,322.562,3,1,1,1.0,322.562,C2,346.423,372.623,ARRIVED,23.86099999999999,26.19999999999999,50.06099999999998
P00040,326.558,3,1,1,1.0,326.558,C1,345.5459999999998,355.84599999999983,ARRIVED,18.98799999999983,10.300000000000011,29.28799999999984
P00041,329.188,5,1,1,1.0,329.188,C3,341.287,408.6869999999999,ARRIVED,12.09899999999999,67.39999999999992,79.49899999999991
P00042,333.172,8,1,1,1.0,333.172,C3,353.48699999999997,408.6869999999999,ARRIVED,20.31499999999994,55.19999999999993,75.51499999999987
P00043,340.977,5,1,1,1.0,340.977,C2,356.123,372.623,ARRIVED,15.146000000000015,16.5,31.646000000000015
P00044,345.463,5,1,1,1.0,345.463,C3,365.68699999999995,408.6869999999999,ARRIVED,20.223999999999933,42.99999999999994,63.223999999999876
P00045,347.855,6,1,1,1.0,347.855,C3,372.88699999999994,408.6869999999999,ARRIVED,25.031999999999925,35.799999999999955,60.83199999999988
P00046,361.43,8,1,1,1.0,361.43,C2,394.123,432.52299999999997,ARRIVED,32.692999999999984,38.39999999999998,71.09299999999996
P00047,368.515,3,1,1,1.0,368.515,C3,394.7869999999999,408.6869999999999,ARRIVED,26.271999999999935,13.899999999999977,40.17199999999991
P00048,373.061,7,1,1,1.0,373.061,C3,380.08699999999993,408.6869999999999,ARRIVED,7.025999999999954,28.599999999999966,35.62599999999992
P00049,392.611,5,1,1,1.0,392.611,C2,406.323,432.52299999999997,ARRIVED,13.711999999999989,26.19999999999999,39.91199999999998
P00050,398.495,3,1,1,1.0,398.495,C3,417.6869999999999,427.9869999999999,ARRIVED,19.191999999999894,10.300000000000011,29.491999999999905
P00051,400.701,6,1,1,1.0,400.701,C2,413.52299999999997,432.52299999999997,ARRIVED,12.821999999999946,19.0,31.821999999999946
P00052,432.224,5,1,1,1.0,432.224,C1,444.724,475.62399999999997,ARRIVED,12.5,30.899999999999977,43.39999999999998
P00053,436.677,3,1,1,1.0,436.677,C1,454.424,475.62399999999997,ARRIVED,17.746999999999957,21.19999999999999,38.946999999999946
P00054,438.17,8,1,1,1.0,438.17,C3,458.17,491.57,ARRIVED,20.0,33.39999999999998,53.39999999999998
P00055,444.351,4,1,1,1.0,444.351,C3,472.87,491.57,ARRIVED,28.519000000000005,18.69999999999999,47.218999999999994
P00056,449.887,4,1,1,1.0,449.887,C1,461.62399999999997,475.62399999999997,ARRIVED,11.736999999999966,14.0,25.736999999999966
P00057,463.741,2,1,1,1.0,463.741,C3,482.57,491.57,ARRIVED,18.829000000000008,9.0,27.829000000000008
P00058,464.226,8,1,1,1.0,464.226,C1,501.82399999999996,534.824,ARRIVED,37.597999999999956,33.0,70.59799999999996
P00059,467.249,6,1,1,1.0,467.249,C1,492.12399999999997,534.824,ARRIVED,24.874999999999943,42.69999999999999,67.57499999999993
P00060,477.431,5,1,1,1.0,477.431,C2,489.931,514.8309999999999,ARRIVED,12.5,24.89999999999992,37.39999999999992
P00061,483.848,5,1,1,1.0,483.848,C2,489.931,514.8309999999999,ARRIVED,6.08299999999997,24.89999999999992,30.98299999999989
P00062,484.522,3,1,1,1.0,484.522,C2,503.33099999999996,514.8309999999999,ARRIVED,18.80899999999997,11.499999999999943,30.308999999999912
P00063,490.125,6,1,1,1.0,490.125,C3,508.07,531.1700000000001,ARRIVED,17.944999999999993,23.10000000000008,41.04500000000007
P00064,499.204,6,1,1,1.0,499.204,C1,511.52399999999994,534.824,ARRIVED,12.319999999999936,23.30000000000001,35.61999999999995
P00065,504.104,4,1,1,1.0,504.104,C3,517.77,531.1700000000001,ARRIVED,13.665999999999997,13.400000000000091,27.066000000000088
P00066,508.77,6,1,1,1.0,508.77,C1,511.52399999999994,534.824,ARRIVED,2.7539999999999623,23.30000000000001,26.053999999999974
