car_id,total_distance_floors,empty_distance_floors,loaded_distance_floors,stop_count,door_open_count,average_load,average_occupancy_rate,busy_seconds,idle_seconds
C1,272.0,116.0,156.0,92,92,0.3378873540470591,0.022525823603137273,1111.2000000000007,2730.021000000003
C2,302.0,112.0,190.0,85,85,0.515351132422429,0.03435674216149527,1157.5000000000007,2279.380000000003
C3,240.0,102.0,138.0,86,86,0.23800686647490016,0.01586712443166001,1000.400000000001,2879.3200000000043
