car_id,total_distance_floors,empty_distance_floors,loaded_distance_floors,stop_count,door_open_count,average_load,average_occupancy_rate,busy_seconds,idle_seconds
C1,880.0,352.0,528.0,301,301,1.2058232565499287,0.08038821710332858,3653.999999999988,238.94200000001314
C2,750.0,308.0,442.0,243,243,0.8530443004112684,0.0568696200274179,3046.9999999999945,870.616000000013
C3,604.0,282.0,322.0,184,184,0.55683758307043,0.03712250553802866,2387.1999999999975,1550.5730000000092
