car_id,total_distance_floors,empty_distance_floors,loaded_distance_floors,stop_count,door_open_count,average_load,average_occupancy_rate,busy_seconds,idle_seconds
C1,818.0,328.0,490.0,265,265,1.2098621876818432,0.08065747917878954,3342.7999999999893,602.8560000000141
C2,782.0,319.0,463.0,234,234,0.9998471610158675,0.06665647740105783,3091.999999999994,833.7000000000119
C3,664.0,283.0,381.0,233,233,0.9353417374021863,0.06235611582681242,2784.299999999996,1135.2300000000114
