car_id,total_distance_floors,empty_distance_floors,loaded_distance_floors,stop_count,door_open_count,average_load,average_occupancy_rate,busy_seconds,idle_seconds
C1,894.0,312.0,582.0,290,290,1.6197538912051366,0.10798359274700911,3668.9999999999873,245.85400000001064
C2,718.0,266.0,452.0,245,245,1.0562805476221764,0.07041870317481176,2993.8999999999933,914.3420000000139
C3,352.0,146.0,206.0,141,141,0.47195348423146827,0.03146356561543122,1556.300000000001,2307.852000000008
