car_id,total_distance_floors,empty_distance_floors,loaded_distance_floors,stop_count,door_open_count,average_load,average_occupancy_rate,busy_seconds,idle_seconds
C1,808.0,317.0,491.0,262,262,1.2208810718984282,0.08139207145989522,3295.499999999989,619.0500000000138
C2,716.0,263.0,453.0,220,220,1.1859925929084434,0.07906617286056289,2870.3999999999937,1022.6260000000109
C3,742.0,299.0,443.0,225,225,1.161371164273438,0.07742474428489586,2954.899999999994,952.3780000000118
