car_id,total_distance_floors,empty_distance_floors,loaded_distance_floors,stop_count,door_open_count,average_load,average_occupancy_rate,busy_seconds,idle_seconds
C1,886.0,359.0,527.0,262,262,1.1912081292475785,0.0794138752831719,3483.599999999989,454.08300000001293
C2,774.0,328.0,446.0,238,238,0.9612653981964208,0.06408435987976138,3076.6999999999916,842.5090000000114
C3,634.0,256.0,378.0,215,215,0.797172753171694,0.053144850211446264,2621.8999999999987,1296.8240000000083
