car_id,total_distance_floors,empty_distance_floors,loaded_distance_floors,stop_count,door_open_count,average_load,average_occupancy_rate,busy_seconds,idle_seconds
C1,904.0,366.0,538.0,264,264,1.1971419611351732,0.07980946407567821,3550.199999999989,375.1490000000123
C2,714.0,276.0,438.0,250,250,1.1410416076199754,0.07606944050799837,3001.5999999999926,946.5470000000125
C3,622.0,252.0,370.0,200,200,0.8908378812199009,0.05938919208132673,2524.699999999998,1369.0500000000081
