car_id,total_distance_floors,empty_distance_floors,loaded_distance_floors,stop_count,door_open_count,average_load,average_occupancy_rate,busy_seconds,idle_seconds
C1,856.0,348.0,508.0,268,268,1.1868894576604694,0.0791259638440313,3437.5999999999904,479.6140000000118
C2,834.0,335.0,499.0,245,245,1.1901615756280486,0.07934410504186991,3272.4999999999914,651.4210000000129
C3,686.0,281.0,405.0,214,214,0.8827360484115575,0.058849069894103836,2750.4999999999964,1172.5300000000107
