car_id,total_distance_floors,empty_distance_floors,loaded_distance_floors,stop_count,door_open_count,average_load,average_occupancy_rate,busy_seconds,idle_seconds
C1,860.0,329.0,531.0,268,268,1.2727211434391315,0.08484807622927543,3461.1999999999903,454.4260000000122
C2,800.0,311.0,489.0,239,239,1.4726345023972014,0.09817563349314676,3177.6999999999925,718.92200000001
C3,716.0,293.0,423.0,213,213,0.9702029564677955,0.06468019709785304,2816.1999999999957,1091.4360000000102
